"country","year","population"
"Lithuania",2012,2988334
"Lithuania",2013,2958359
"Lithuania",2014,2933172
"Lithuania",2015,2905772
"Lithuania",2016,2869108
"Lithuania",2017,2829318
"Lithuania",2018,2802484
"Lithuania",2019,2795057
"Lithuania",2020,2795766
"Lithuania",2021,2794489
"Lithuania",2022,2816922
"Lithuania",2023,2854105
